Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 2234,Thep hop,cai,275.12,80257,5,Ghi chu 2234
Vat tu 2235,Thep goc,tam,44.63,56838,5,Ghi chu 2235
Vat tu 2236,Ong thep,met,189.52,51277,5,Ghi chu 2236
Vat tu 2237,Thep hop,cuon,69.80,72839,5,Ghi chu 2237
Vat tu 2238,Thep hop,tam,31.39,62274,5,Ghi chu 2238
Vat tu 2239,Vat tu tieu hao,cai,313.34,56634,5,Ghi chu 2239
Vat tu 2240,Thep hinh,cuon,233.96,55091,5,Ghi chu 2240
Vat tu 2241,Vat tu tieu hao,met,100.13,66764,5,Ghi chu 2241
Vat tu 2242,Tam thep,met,63.08,51251,5,Ghi chu 2242
Vat tu 2243,Tam thep,cai,198.46,67874,5,Ghi chu 2243
Vat tu 2244,Thep hop,kg,102.40,52824,5,Ghi chu 2244
Vat tu 2245,Thep goc,tam,202.49,61726,5,Ghi chu 2245
Vat tu 2246,Vat tu tieu hao,thung,12.46,76207,5,Ghi chu 2246
Vat tu 2247,Ong thep,cai,128.95,65350,5,Ghi chu 2247
Vat tu 2248,Bu long - Oc vit,kg,86.27,70662,5,Ghi chu 2248
Vat tu 2249,Tam thep,tam,296.55,70755,5,Ghi chu 2249
Vat tu 2250,Thep hinh,cai,239.78,54763,5,Ghi chu 2250
Vat tu 2251,Vat tu tieu hao,tan,158.92,81075,5,Ghi chu 2251
Vat tu 2252,Thep goc,cai,88.37,68267,5,Ghi chu 2252
Vat tu 2253,Bu long - Oc vit,kg,164.13,70342,5,Ghi chu 2253
Vat tu 2254,Tam thep,thung,11.10,79341,5,Ghi chu 2254
Vat tu 2255,Dam thep,tam,300.39,67932,5,Ghi chu 2255
Vat tu 2256,Ong thep,thung,216.15,55813,5,Ghi chu 2256
Vat tu 2257,Ong thep,met,303.96,59525,5,Ghi chu 2257
Vat tu 2258,Thep goc,cuon,187.58,74101,5,Ghi chu 2258
Vat tu 2259,Bu long - Oc vit,kg,202.71,52515,5,Ghi chu 2259
Vat tu 2260,Ong thep,tam,284.64,62133,5,Ghi chu 2260
Vat tu 2261,Thep hinh,met,246.64,70577,5,Ghi chu 2261
Vat tu 2262,Vat tu tieu hao,tan,223.68,72877,5,Ghi chu 2262
Vat tu 2263,Thep hop,thung,317.59,78365,5,Ghi chu 2263
Vat tu 2264,Ong thep,cai,176.26,51110,5,Ghi chu 2264
Vat tu 2265,Thep goc,tam,240.31,79552,5,Ghi chu 2265
Vat tu 2266,Dam thep,met,221.02,67595,5,Ghi chu 2266
Vat tu 2267,Tam thep,met,51.68,74848,5,Ghi chu 2267
Vat tu 2268,Thep hinh,kg,135.97,74347,5,Ghi chu 2268
Vat tu 2269,Tam thep,cuon,256.65,61169,5,Ghi chu 2269
Vat tu 2270,Thep goc,met,233.37,60464,5,Ghi chu 2270
Vat tu 2271,Thep goc,cai,232.38,57577,5,Ghi chu 2271
Vat tu 2272,Thep hop,met,28.54,70900,5,Ghi chu 2272
Vat tu 2273,Thep hinh,kg,13.01,79681,5,Ghi chu 2273
Vat tu 2274,Bu long - Oc vit,tam,123.51,78748,5,Ghi chu 2274
Vat tu 2275,Thep hop,met,121.83,59267,5,Ghi chu 2275
Vat tu 2276,Thep hinh,cai,104.83,66192,5,Ghi chu 2276
Vat tu 2277,Dam thep,met,292.13,63749,5,Ghi chu 2277
Vat tu 2278,Bu long - Oc vit,tan,265.09,81650,5,Ghi chu 2278
Vat tu 2279,Thep hinh,met,270.79,69534,5,Ghi chu 2279
Vat tu 2280,Ong thep,kg,148.15,59855,5,Ghi chu 2280
Vat tu 2281,Ong thep,met,59.57,57512,5,Ghi chu 2281
Vat tu 2282,Vat tu tieu hao,tan,308.86,64091,5,Ghi chu 2282
Vat tu 2283,Tam thep,thung,206.68,79562,5,Ghi chu 2283
Vat tu 2284,Thep goc,tan,230.91,68408,5,Ghi chu 2284
Vat tu 2285,Ong thep,tam,303.90,52279,5,Ghi chu 2285
Vat tu 2286,Thep goc,tam,302.68,52961,5,Ghi chu 2286
Vat tu 2287,Bu long - Oc vit,cuon,190.19,67228,5,Ghi chu 2287
Vat tu 2288,Thep hop,tan,288.37,73265,5,Ghi chu 2288
Vat tu 2289,Dam thep,thung,149.27,70352,5,Ghi chu 2289
Vat tu 2290,Dam thep,met,291.62,74461,5,Ghi chu 2290
Vat tu 2291,Thep hinh,tam,123.85,72153,5,Ghi chu 2291
Vat tu 2292,Ong thep,cai,162.64,60402,5,Ghi chu 2292
Vat tu 2293,Tam thep,cai,87.79,58672,5,Ghi chu 2293
Vat tu 2294,Dam thep,cuon,80.52,65906,5,Ghi chu 2294
Vat tu 2295,Thep hop,kg,214.00,60744,5,Ghi chu 2295
Vat tu 2296,Tam thep,tan,313.22,65708,5,Ghi chu 2296
Vat tu 2297,Thep goc,cuon,313.14,55383,5,Ghi chu 2297
Vat tu 2298,Vat tu tieu hao,cuon,38.91,65059,5,Ghi chu 2298
Vat tu 2299,Vat tu tieu hao,cai,284.65,72472,5,Ghi chu 2299
Vat tu 2300,Thep hinh,tam,68.99,57866,5,Ghi chu 2300
Vat tu 2301,Tam thep,kg,98.62,52643,5,Ghi chu 2301
Vat tu 2302,Thep hop,cuon,287.08,62510,5,Ghi chu 2302
Vat tu 2303,Thep hop,kg,204.28,51901,5,Ghi chu 2303
Vat tu 2304,Vat tu tieu hao,cuon,226.53,54962,5,Ghi chu 2304
Vat tu 2305,Dam thep,tam,119.49,66542,5,Ghi chu 2305
Vat tu 2306,Tam thep,tam,166.80,76329,5,Ghi chu 2306
Vat tu 2307,Dam thep,kg,91.57,59565,5,Ghi chu 2307
Vat tu 2308,Thep goc,cuon,271.60,55517,5,Ghi chu 2308
Vat tu 2309,Tam thep,thung,20.34,79465,5,Ghi chu 2309
Vat tu 2310,Bu long - Oc vit,tan,35.37,57676,5,Ghi chu 2310
Vat tu 2311,Thep hinh,tam,178.76,62734,5,Ghi chu 2311
Vat tu 2312,Thep goc,met,249.14,50641,5,Ghi chu 2312
Vat tu 2313,Ong thep,kg,85.15,74572,5,Ghi chu 2313
Vat tu 2314,Vat tu tieu hao,met,96.56,76666,5,Ghi chu 2314
Vat tu 2315,Ong thep,cai,143.26,57242,5,Ghi chu 2315
Vat tu 2316,Tam thep,kg,244.09,76143,5,Ghi chu 2316
Vat tu 2317,Ong thep,thung,72.76,77022,5,Ghi chu 2317
Vat tu 2318,Thep hop,tan,311.67,82049,5,Ghi chu 2318
Vat tu 2319,Thep hop,cai,252.57,53913,5,Ghi chu 2319
Vat tu 2320,Thep goc,tan,273.18,65997,5,Ghi chu 2320
Vat tu 2321,Dam thep,met,191.74,80100,5,Ghi chu 2321
Vat tu 2322,Dam thep,thung,55.11,52597,5,Ghi chu 2322
Vat tu 2323,Ong thep,cai,130.48,81066,5,Ghi chu 2323
Vat tu 2324,Bu long - Oc vit,cuon,101.41,58644,5,Ghi chu 2324
Vat tu 2325,Bu long - Oc vit,cuon,36.41,76731,5,Ghi chu 2325
Vat tu 2326,Tam thep,kg,240.44,63552,5,Ghi chu 2326
Vat tu 2327,Vat tu tieu hao,thung,276.51,67023,5,Ghi chu 2327
Vat tu 2328,Ong thep,tan,302.94,67531,5,Ghi chu 2328
Vat tu 2329,Thep hop,tam,3.91,76547,5,Ghi chu 2329
Vat tu 2330,Vat tu tieu hao,tam,149.16,56610,5,Ghi chu 2330
Vat tu 2331,Dam thep,tan,40.83,61085,5,Ghi chu 2331
Vat tu 2332,Dam thep,cai,250.79,61605,5,Ghi chu 2332
Vat tu 2333,Thep hinh,cai,143.17,77094,5,Ghi chu 2333
Vat tu 2334,Thep hop,kg,115.68,56835,5,Ghi chu 2334
Vat tu 2335,Thep hinh,kg,153.55,71964,5,Ghi chu 2335
Vat tu 2336,Dam thep,cuon,289.80,56848,5,Ghi chu 2336
Vat tu 2337,Dam thep,kg,48.57,67491,5,Ghi chu 2337
Vat tu 2338,Vat tu tieu hao,cuon,273.50,68071,5,Ghi chu 2338
Vat tu 2339,Thep goc,kg,206.40,68028,5,Ghi chu 2339
Vat tu 2340,Thep hinh,thung,45.33,62100,5,Ghi chu 2340
Vat tu 2341,Dam thep,met,102.94,75193,5,Ghi chu 2341
Vat tu 2342,Thep hop,kg,286.18,56273,5,Ghi chu 2342
Vat tu 2343,Thep hop,cuon,168.90,76128,5,Ghi chu 2343
Vat tu 2344,Thep hop,cuon,36.08,56404,5,Ghi chu 2344
Vat tu 2345,Ong thep,tan,222.55,56143,5,Ghi chu 2345
Vat tu 2346,Thep hinh,tam,226.54,53543,5,Ghi chu 2346
Vat tu 2347,Ong thep,tam,267.71,77979,5,Ghi chu 2347
Vat tu 2348,Vat tu tieu hao,cuon,127.29,50443,5,Ghi chu 2348
Vat tu 2349,Dam thep,tam,258.10,55726,5,Ghi chu 2349
Vat tu 2350,Tam thep,met,4.66,78481,5,Ghi chu 2350
Vat tu 2351,Thep hinh,cai,130.21,80569,5,Ghi chu 2351
Vat tu 2352,Bu long - Oc vit,tam,148.72,63399,5,Ghi chu 2352
Vat tu 2353,Tam thep,kg,4.50,74077,5,Ghi chu 2353
Vat tu 2354,Bu long - Oc vit,cai,241.54,71766,5,Ghi chu 2354
Vat tu 2355,Thep goc,tan,186.01,69845,5,Ghi chu 2355
Vat tu 2356,Ong thep,cuon,301.23,53805,5,Ghi chu 2356
Vat tu 2357,Thep hinh,cai,.93,71756,5,Ghi chu 2357
Vat tu 2358,Tam thep,tan,183.54,63222,5,Ghi chu 2358
Vat tu 2359,Vat tu tieu hao,tan,200.65,54773,5,Ghi chu 2359
Vat tu 2360,Thep hop,cuon,25.86,68110,5,Ghi chu 2360
Vat tu 2361,Bu long - Oc vit,tan,144.12,58187,5,Ghi chu 2361
Vat tu 2362,Dam thep,cuon,289.18,77617,5,Ghi chu 2362
Vat tu 2363,Bu long - Oc vit,tan,107.44,65048,5,Ghi chu 2363
Vat tu 2364,Ong thep,kg,184.11,78635,5,Ghi chu 2364
Vat tu 2365,Tam thep,cai,275.07,60988,5,Ghi chu 2365
Vat tu 2366,Vat tu tieu hao,cai,44.42,58864,5,Ghi chu 2366
Vat tu 2367,Bu long - Oc vit,tan,124.62,79948,5,Ghi chu 2367
Vat tu 2368,Thep hop,tan,80.10,56704,5,Ghi chu 2368
Vat tu 2369,Vat tu tieu hao,thung,150.91,64588,5,Ghi chu 2369
Vat tu 2370,Ong thep,thung,151.01,75172,5,Ghi chu 2370
Vat tu 2371,Thep hop,kg,67.67,68921,5,Ghi chu 2371
Vat tu 2372,Vat tu tieu hao,kg,144.84,55263,5,Ghi chu 2372
Vat tu 2373,Thep hop,met,245.50,68961,5,Ghi chu 2373
Vat tu 2374,Dam thep,cuon,320.42,78225,5,Ghi chu 2374
Vat tu 2375,Dam thep,kg,282.38,74723,5,Ghi chu 2375
Vat tu 2376,Vat tu tieu hao,tam,161.34,58809,5,Ghi chu 2376
Vat tu 2377,Ong thep,cai,36.85,55947,5,Ghi chu 2377
Vat tu 2378,Tam thep,cai,165.33,72717,5,Ghi chu 2378
Vat tu 2379,Vat tu tieu hao,cai,49.36,81950,5,Ghi chu 2379
Vat tu 2380,Thep hop,kg,159.45,54062,5,Ghi chu 2380
Vat tu 2381,Thep hop,kg,33.81,78337,5,Ghi chu 2381
Vat tu 2382,Vat tu tieu hao,thung,122.24,64053,5,Ghi chu 2382
Vat tu 2383,Bu long - Oc vit,kg,125.04,51873,5,Ghi chu 2383
Vat tu 2384,Vat tu tieu hao,cuon,17.47,54278,5,Ghi chu 2384
Vat tu 2385,Vat tu tieu hao,tan,325.86,61332,5,Ghi chu 2385
Vat tu 2386,Thep hop,tam,133.02,73691,5,Ghi chu 2386
Vat tu 2387,Dam thep,cuon,123.03,75593,5,Ghi chu 2387
Vat tu 2388,Thep hinh,thung,305.83,60467,5,Ghi chu 2388
Vat tu 2389,Thep hop,cai,291.47,68466,5,Ghi chu 2389
Vat tu 2390,Vat tu tieu hao,cuon,4.76,54348,5,Ghi chu 2390
Vat tu 2391,Thep hop,cai,165.24,68411,5,Ghi chu 2391
Vat tu 2392,Vat tu tieu hao,cuon,26.54,66366,5,Ghi chu 2392
Vat tu 2393,Thep goc,kg,322.27,69477,5,Ghi chu 2393
Vat tu 2394,Tam thep,kg,202.54,75360,5,Ghi chu 2394
Vat tu 2395,Ong thep,tan,266.77,52924,5,Ghi chu 2395
Vat tu 2396,Thep hop,kg,93.24,54915,5,Ghi chu 2396
Vat tu 2397,Bu long - Oc vit,tam,96.07,79964,5,Ghi chu 2397
Vat tu 2398,Thep goc,cuon,89.76,56857,5,Ghi chu 2398
Vat tu 2399,Vat tu tieu hao,tam,107.03,76964,5,Ghi chu 2399
Vat tu 2400,Thep goc,kg,290.82,50193,5,Ghi chu 2400
Vat tu 2401,Ong thep,tan,303.90,67872,5,Ghi chu 2401
Vat tu 2402,Vat tu tieu hao,tam,125.39,81163,5,Ghi chu 2402
Vat tu 2403,Thep hop,thung,129.99,54370,5,Ghi chu 2403
Vat tu 2404,Thep goc,cai,7.46,82252,5,Ghi chu 2404
Vat tu 2405,Thep hinh,cuon,91.33,77835,5,Ghi chu 2405
Vat tu 2406,Thep hop,thung,232.12,70368,5,Ghi chu 2406
Vat tu 2407,Dam thep,cuon,164.27,77712,5,Ghi chu 2407
Vat tu 2408,Bu long - Oc vit,cuon,30.63,66808,5,Ghi chu 2408
Vat tu 2409,Tam thep,cai,298.07,58700,5,Ghi chu 2409
Vat tu 2410,Thep hinh,thung,112.54,62021,5,Ghi chu 2410
Vat tu 2411,Dam thep,thung,79.09,50781,5,Ghi chu 2411
Vat tu 2412,Dam thep,tan,248.26,71343,5,Ghi chu 2412
Vat tu 2413,Thep hop,thung,324.72,52082,5,Ghi chu 2413
Vat tu 2414,Thep goc,kg,224.23,72507,5,Ghi chu 2414
Vat tu 2415,Vat tu tieu hao,cai,152.61,55976,5,Ghi chu 2415
Vat tu 2416,Vat tu tieu hao,tam,190.96,69544,5,Ghi chu 2416
Vat tu 2417,Thep hinh,thung,150.46,76286,5,Ghi chu 2417
Vat tu 2418,Bu long - Oc vit,thung,193.48,73931,5,Ghi chu 2418
Vat tu 2419,Thep hinh,thung,116.60,67479,5,Ghi chu 2419
Vat tu 2420,Tam thep,tan,250.06,78648,5,Ghi chu 2420
Vat tu 2421,Ong thep,cai,124.42,51419,5,Ghi chu 2421
Vat tu 2422,Ong thep,tan,40.67,76224,5,Ghi chu 2422
Vat tu 2423,Dam thep,cai,68.86,79558,5,Ghi chu 2423
Vat tu 2424,Thep hop,tan,163.78,57054,5,Ghi chu 2424
Vat tu 2425,Thep goc,tam,178.03,70572,5,Ghi chu 2425
Vat tu 2426,Ong thep,tan,242.49,50984,5,Ghi chu 2426
Vat tu 2427,Ong thep,thung,154.16,50404,5,Ghi chu 2427
Vat tu 2428,Thep hinh,thung,4.72,60494,5,Ghi chu 2428
Vat tu 2429,Bu long - Oc vit,met,198.02,62926,5,Ghi chu 2429
Vat tu 2430,Bu long - Oc vit,cai,82.57,58140,5,Ghi chu 2430
Vat tu 2431,Ong thep,cuon,256.32,79097,5,Ghi chu 2431
Vat tu 2432,Thep hinh,tan,21.61,59102,5,Ghi chu 2432
Vat tu 2433,Thep hinh,cuon,214.79,54708,5,Ghi chu 2433
Vat tu 2434,Ong thep,tan,224.50,69525,5,Ghi chu 2434
Vat tu 2435,Ong thep,met,28.89,74938,5,Ghi chu 2435
Vat tu 2436,Dam thep,thung,252.46,56631,5,Ghi chu 2436
Vat tu 2437,Thep hinh,met,241.11,55190,5,Ghi chu 2437
Vat tu 2438,Dam thep,thung,29.70,63585,5,Ghi chu 2438
Vat tu 2439,Ong thep,met,25.94,57827,5,Ghi chu 2439
Vat tu 2440,Tam thep,tam,139.20,71821,5,Ghi chu 2440
Vat tu 2441,Bu long - Oc vit,tan,126.45,72801,5,Ghi chu 2441
Vat tu 2442,Thep goc,kg,125.02,66486,5,Ghi chu 2442
Vat tu 2443,Bu long - Oc vit,tan,254.31,65926,5,Ghi chu 2443
Vat tu 2444,Tam thep,tam,307.26,51134,5,Ghi chu 2444
Vat tu 2445,Thep hop,cuon,131.39,64762,5,Ghi chu 2445
Vat tu 2446,Tam thep,thung,2.93,79939,5,Ghi chu 2446
Vat tu 2447,Thep hop,tam,185.13,77118,5,Ghi chu 2447
Vat tu 2448,Tam thep,tam,170.25,61383,5,Ghi chu 2448
Vat tu 2449,Dam thep,cuon,175.62,69838,5,Ghi chu 2449
Vat tu 2450,Dam thep,kg,309.74,68521,5,Ghi chu 2450
Vat tu 2451,Vat tu tieu hao,kg,204.93,50633,5,Ghi chu 2451
Vat tu 2452,Ong thep,tan,317.29,77477,5,Ghi chu 2452
Vat tu 2453,Thep goc,tan,139.06,65027,5,Ghi chu 2453
Vat tu 2454,Dam thep,cuon,286.79,53094,5,Ghi chu 2454
Vat tu 2455,Bu long - Oc vit,tan,156.71,52201,5,Ghi chu 2455
Vat tu 2456,Bu long - Oc vit,cai,110.12,70718,5,Ghi chu 2456
Vat tu 2457,Dam thep,kg,211.99,72140,5,Ghi chu 2457
Vat tu 2458,Bu long - Oc vit,cuon,176.66,68695,5,Ghi chu 2458
Vat tu 2459,Dam thep,met,110.20,57181,5,Ghi chu 2459
Vat tu 2460,Vat tu tieu hao,kg,122.48,60393,5,Ghi chu 2460
Vat tu 2461,Thep hinh,tan,47.30,57536,5,Ghi chu 2461
Vat tu 2462,Tam thep,thung,287.33,69432,5,Ghi chu 2462
Vat tu 2463,Vat tu tieu hao,cuon,327.03,79416,5,Ghi chu 2463
Vat tu 2464,Thep hop,tan,40.87,58304,5,Ghi chu 2464
Vat tu 2465,Thep goc,tan,263.54,82199,5,Ghi chu 2465
Vat tu 2466,Thep goc,thung,65.45,65147,5,Ghi chu 2466
Vat tu 2467,Vat tu tieu hao,met,157.85,74369,5,Ghi chu 2467
Vat tu 2468,Bu long - Oc vit,tan,260.38,66817,5,Ghi chu 2468
Vat tu 2469,Thep hinh,tam,4.26,80513,5,Ghi chu 2469
Vat tu 2470,Ong thep,tam,74.92,76073,5,Ghi chu 2470
Vat tu 2471,Vat tu tieu hao,tan,153.51,72874,5,Ghi chu 2471
Vat tu 2472,Tam thep,kg,59.06,57806,5,Ghi chu 2472
Vat tu 2473,Dam thep,met,163.32,57966,5,Ghi chu 2473
Vat tu 2474,Bu long - Oc vit,thung,279.52,74809,5,Ghi chu 2474
Vat tu 2475,Bu long - Oc vit,tan,174.53,74141,5,Ghi chu 2475
Vat tu 2476,Dam thep,tam,185.66,67418,5,Ghi chu 2476
Vat tu 2477,Bu long - Oc vit,tam,235.07,68802,5,Ghi chu 2477
Vat tu 2478,Tam thep,thung,103.11,77548,5,Ghi chu 2478
Vat tu 2479,Dam thep,tam,161.27,79412,5,Ghi chu 2479
Vat tu 2480,Ong thep,tan,270.15,55906,5,Ghi chu 2480
Vat tu 2481,Dam thep,met,29.71,58436,5,Ghi chu 2481
Vat tu 2482,Thep goc,tan,129.66,60996,5,Ghi chu 2482
Vat tu 2483,Dam thep,kg,213.63,74931,5,Ghi chu 2483
Vat tu 2484,Thep hop,tan,58.73,63670,5,Ghi chu 2484
Vat tu 2485,Thep goc,met,240.48,76359,5,Ghi chu 2485
Vat tu 2486,Thep hop,tam,90.62,77179,5,Ghi chu 2486
Vat tu 2487,Tam thep,kg,223.29,74609,5,Ghi chu 2487
Vat tu 2488,Tam thep,kg,248.99,67094,5,Ghi chu 2488
Vat tu 2489,Tam thep,tan,192.65,50298,5,Ghi chu 2489
Vat tu 2490,Thep goc,cuon,12.60,66903,5,Ghi chu 2490
Vat tu 2491,Thep hop,tan,276.41,58342,5,Ghi chu 2491
Vat tu 2492,Thep goc,met,247.72,72932,5,Ghi chu 2492
Vat tu 2493,Tam thep,tam,230.45,58730,5,Ghi chu 2493
Vat tu 2494,Bu long - Oc vit,tan,105.16,59617,5,Ghi chu 2494
Vat tu 2495,Thep goc,cai,9.48,50155,5,Ghi chu 2495
Vat tu 2496,Vat tu tieu hao,kg,102.65,77195,5,Ghi chu 2496
Vat tu 2497,Ong thep,tam,99.50,51775,5,Ghi chu 2497
Vat tu 2498,Dam thep,met,3.76,78993,5,Ghi chu 2498
Vat tu 2499,Ong thep,cai,154.00,54139,5,Ghi chu 2499
Vat tu 2500,Tam thep,met,201.63,71496,5,Ghi chu 2500
Vat tu 2501,Dam thep,thung,301.64,75973,5,Ghi chu 2501
Vat tu 2502,Thep hop,cai,183.49,61779,5,Ghi chu 2502
Vat tu 2503,Tam thep,thung,190.92,80959,5,Ghi chu 2503
Vat tu 2504,Ong thep,met,171.27,52849,5,Ghi chu 2504
Vat tu 2505,Bu long - Oc vit,cuon,33.40,68788,5,Ghi chu 2505
Vat tu 2506,Bu long - Oc vit,met,40.96,72977,5,Ghi chu 2506
Vat tu 2507,Tam thep,kg,94.01,66226,5,Ghi chu 2507
Vat tu 2508,Bu long - Oc vit,thung,218.73,58582,5,Ghi chu 2508
Vat tu 2509,Bu long - Oc vit,met,118.30,56745,5,Ghi chu 2509
Vat tu 2510,Thep hinh,cuon,218.98,52696,5,Ghi chu 2510
Vat tu 2511,Bu long - Oc vit,thung,236.99,64632,5,Ghi chu 2511
Vat tu 2512,Vat tu tieu hao,thung,162.10,55315,5,Ghi chu 2512
Vat tu 2513,Bu long - Oc vit,tan,136.06,58268,5,Ghi chu 2513
Vat tu 2514,Thep hop,kg,87.88,60194,5,Ghi chu 2514
Vat tu 2515,Tam thep,tan,20.35,77496,5,Ghi chu 2515
Vat tu 2516,Tam thep,cai,132.35,70076,5,Ghi chu 2516
Vat tu 2517,Tam thep,tan,309.23,58514,5,Ghi chu 2517
Vat tu 2518,Thep hinh,thung,321.70,54888,5,Ghi chu 2518
Vat tu 2519,Dam thep,tam,47.90,59659,5,Ghi chu 2519
Vat tu 2520,Thep goc,tan,165.73,64090,5,Ghi chu 2520
Vat tu 2521,Vat tu tieu hao,met,73.27,53842,5,Ghi chu 2521
Vat tu 2522,Ong thep,met,91.88,63295,5,Ghi chu 2522
Vat tu 2523,Tam thep,kg,256.66,74976,5,Ghi chu 2523
Vat tu 2524,Ong thep,cai,53.88,81862,5,Ghi chu 2524
Vat tu 2525,Vat tu tieu hao,met,48.18,63786,5,Ghi chu 2525
Vat tu 2526,Ong thep,cai,102.20,50688,5,Ghi chu 2526
Vat tu 2527,Ong thep,cuon,276.17,54748,5,Ghi chu 2527
Vat tu 2528,Thep goc,met,293.33,51000,5,Ghi chu 2528
Vat tu 2529,Ong thep,kg,119.57,64466,5,Ghi chu 2529
Vat tu 2530,Thep goc,cai,284.46,61710,5,Ghi chu 2530
Vat tu 2531,Dam thep,met,281.55,59343,5,Ghi chu 2531
Vat tu 2532,Ong thep,kg,29.11,54579,5,Ghi chu 2532
Vat tu 2533,Thep goc,met,184.84,82694,5,Ghi chu 2533
Vat tu 2534,Thep hop,met,172.51,77275,5,Ghi chu 2534
Vat tu 2535,Tam thep,met,114.08,55373,5,Ghi chu 2535
Vat tu 2536,Bu long - Oc vit,met,1.40,57523,5,Ghi chu 2536
Vat tu 2537,Bu long - Oc vit,kg,4.35,57131,5,Ghi chu 2537
Vat tu 2538,Bu long - Oc vit,met,163.79,57224,5,Ghi chu 2538
Vat tu 2539,Ong thep,cuon,11.89,69705,5,Ghi chu 2539
Vat tu 2540,Bu long - Oc vit,cuon,20.87,52413,5,Ghi chu 2540
Vat tu 2541,Vat tu tieu hao,tan,133.27,55175,5,Ghi chu 2541
Vat tu 2542,Tam thep,tam,323.35,61019,5,Ghi chu 2542
Vat tu 2543,Ong thep,thung,325.62,62164,5,Ghi chu 2543
Vat tu 2544,Thep hinh,cai,317.57,60199,5,Ghi chu 2544
Vat tu 2545,Thep goc,cai,185.64,56577,5,Ghi chu 2545
Vat tu 2546,Vat tu tieu hao,kg,59.81,74001,5,Ghi chu 2546
Vat tu 2547,Bu long - Oc vit,cuon,92.17,67374,5,Ghi chu 2547
Vat tu 2548,Thep hinh,met,294.39,62879,5,Ghi chu 2548
Vat tu 2549,Ong thep,cuon,269.62,64516,5,Ghi chu 2549
Vat tu 2550,Thep hinh,tam,235.10,67064,5,Ghi chu 2550
Vat tu 2551,Ong thep,cai,313.03,76641,5,Ghi chu 2551
Vat tu 2552,Thep hop,met,225.80,54779,5,Ghi chu 2552
Vat tu 2553,Thep hinh,kg,98.64,66210,5,Ghi chu 2553
Vat tu 2554,Thep goc,tan,120.39,75618,5,Ghi chu 2554
Vat tu 2555,Thep hinh,kg,154.31,62835,5,Ghi chu 2555
Vat tu 2556,Dam thep,tam,234.59,55587,5,Ghi chu 2556
Vat tu 2557,Tam thep,tam,108.91,57883,5,Ghi chu 2557
Vat tu 2558,Ong thep,kg,274.98,52669,5,Ghi chu 2558
Vat tu 2559,Thep goc,cuon,222.93,65481,5,Ghi chu 2559
Vat tu 2560,Tam thep,tan,120.30,68207,5,Ghi chu 2560
Vat tu 2561,Thep hop,tan,62.94,70115,5,Ghi chu 2561
Vat tu 2562,Thep goc,cuon,115.00,53149,5,Ghi chu 2562
Vat tu 2563,Thep goc,tam,287.31,53904,5,Ghi chu 2563
Vat tu 2564,Thep hop,cuon,185.63,80136,5,Ghi chu 2564
Vat tu 2565,Dam thep,met,106.06,70984,5,Ghi chu 2565
Vat tu 2566,Thep goc,tam,20.47,58011,5,Ghi chu 2566
Vat tu 2567,Thep goc,thung,177.87,52749,5,Ghi chu 2567
Vat tu 2568,Bu long - Oc vit,tan,68.12,70294,5,Ghi chu 2568
Vat tu 2569,Bu long - Oc vit,kg,25.51,70873,5,Ghi chu 2569
Vat tu 2570,Bu long - Oc vit,tam,305.38,80131,5,Ghi chu 2570
Vat tu 2571,Thep goc,kg,318.07,82085,5,Ghi chu 2571
Vat tu 2572,Bu long - Oc vit,cai,221.73,58089,5,Ghi chu 2572
Vat tu 2573,Ong thep,kg,155.62,55301,5,Ghi chu 2573
Vat tu 2574,Bu long - Oc vit,tan,196.39,53804,5,Ghi chu 2574
Vat tu 2575,Dam thep,kg,146.37,76024,5,Ghi chu 2575
Vat tu 2576,Thep hop,cuon,250.31,77729,5,Ghi chu 2576
Vat tu 2577,Ong thep,kg,65.99,52572,5,Ghi chu 2577
Vat tu 2578,Thep hop,met,220.69,51244,5,Ghi chu 2578
Vat tu 2579,Thep goc,thung,60.37,50696,5,Ghi chu 2579
Vat tu 2580,Ong thep,met,21.72,75879,5,Ghi chu 2580
Vat tu 2581,Thep goc,tan,312.90,53381,5,Ghi chu 2581
Vat tu 2582,Tam thep,cuon,271.07,82291,5,Ghi chu 2582
Vat tu 2583,Ong thep,kg,217.57,51306,5,Ghi chu 2583
Vat tu 2584,Dam thep,tan,264.16,63285,5,Ghi chu 2584
Vat tu 2585,Vat tu tieu hao,thung,90.63,55249,5,Ghi chu 2585
Vat tu 2586,Tam thep,tam,228.59,59354,5,Ghi chu 2586
Vat tu 2587,Bu long - Oc vit,met,297.63,58046,5,Ghi chu 2587
Vat tu 2588,Thep goc,cuon,290.94,73951,5,Ghi chu 2588
Vat tu 2589,Vat tu tieu hao,cuon,125.04,80083,5,Ghi chu 2589
Vat tu 2590,Bu long - Oc vit,kg,18.50,59139,5,Ghi chu 2590
Vat tu 2591,Thep goc,tam,181.84,52515,5,Ghi chu 2591
Vat tu 2592,Thep goc,met,1.18,60613,5,Ghi chu 2592
Vat tu 2593,Thep hinh,cuon,211.55,58786,5,Ghi chu 2593
Vat tu 2594,Thep hop,cai,61.12,74111,5,Ghi chu 2594
Vat tu 2595,Thep hinh,cai,120.11,73368,5,Ghi chu 2595
Vat tu 2596,Vat tu tieu hao,thung,287.33,72785,5,Ghi chu 2596
